식품명,에너지(kcal)
버거_더블빅맥 버거,275
버거_더블스테이크 버거,205
버거_더블와퍼 버거,234
버거_더블치즈 버거 (L),300
버거_더블치즈 버거 (R),252
버거_더블치즈 버거,287
버거_더블쿼터파운더치즈 버거,280
버거_데리마요 버거,218
버거_데리버거,266
버거_딥치즈 버거,215
버거_롱치킨 버거,272
버거_리아미라클 버거,270
버거_맥치킨 버거,254
버거_맥치킨모짜렐라 버거,254
버거_메가바이트 버거,304
버거_모짜렐라인더 버거 베이컨,324
버거_몬스터와퍼 버거,253
버거_미트마니아 버거,246
버거_바비큐 버거,220
버거_바비큐킹치킨 버거,278
버거_베이컨더블치즈 버거,244
버거_베이컨치즈 버거 (L),266
버거_베이컨치즈 버거 (R),220
버거_베이컨치즈와퍼 버거,248
버거_베이컨토마토디럭스 버거,231
버거_불고기 4DX 버거,225
버거_불고기더블치즈 버거,236
버거_불고기롱치킨 버거,260
버거_불고기몬스터 버거,258
버거_불고기 버거,247
버거_불고기 버거,253
버거_불고기 버거,246
버거_불고기 버거,245
버거_불고기 버거,265
버거_불고기 버거,228
버거_불고기와퍼 버거,229
버거_불고기와퍼주니어 버거,242
버거_불싸이 버거,236
버거_블랙라벨더블다운맥스 버거,266
버거_블랙라벨폴인치즈 버거,242
버거_비프불고기 버거,231
버거_빅맥 버거,261
버거_빅불 버거,282
버거_사각새우 더블 버거,267
버거_산체스 버거,182
버거_살사리코 버거,235
버거_새우 버거,275
버거_새우불고기 버거,238
버거_쉬림프페퍼로니모짜 버거 (R),251
버거_슈림프 버거,215
버거_슈비 버거,201
버거_슈슈 버거,183
버거_스리라차치킨 버거,239
버거_스모키살사 버거,209
버거_스위트 핫도그,205
버거_스태커2와퍼 버거,255
버거_스태커3와퍼 버거,261
버거_스태커4와퍼 버거,263
버거_시그니처더블 버거,245
버거_시그니처싱글 버거,198
버거_싸이 버거,258
버거_싸이플렉스 버거,244
버거_아메리칸치즈 버거,243
버거_양념치킨싸이 버거,253
버거_언빌리버블 버거,228
버거_에그불고기 버거,236
버거_에그불고기 버거,221
버거_오리지널더블 버거,260
버거_오리지널싱글 버거,221
버거_와규에디션 Ⅱ,269
버거_와퍼 버거,223
버거_와퍼주니어 버거,253
버거_인크레더블 버거,240
버거_직화버섯소불고기 버거,239
버거_직화소불고기버거,257
버거_징거 더블다운맥스 버거,216
버거_징거 버거,201
버거_치아바타머쉬룸 버거,178
버거_치즈 NO.5 버거,278
버거_치즈 버거 (R),242
버거_치즈 버거라지 (L),269
버거_치즈 버거,277
버거_치즈 버거,288
버거_치즈베이컨 버거,201
버거_치즈와퍼 버거,236
버거_치즈와퍼주니어 버거,258
버거_치즈홀릭 버거 체다,226
버거_치킨몬스터 버거,251
버거_치킨 버거,252
버거_치킨스테이크 버거,199
버거_캡새 버거,268
버거_코울슬로치킨 버거,255
버거_콰트로치즈와퍼 버거,249
버거_콰트로치즈와퍼주니어 버거,258
버거_쿼터파운더치즈 버거,271
버거_클래식치즈 버거,338
버거_킹치킨 버거,299
버거_타워 버거,220
버거_텍사스바비큐치킨 버거,211
버거_통새우 버거,228
버거_통새우 버거,175
버거_통새우 버거,252
버거_통새우와퍼 버거,226
버거_통새우와퍼주니어 버거,235
버거_페퍼로니 버거,254
버거_페퍼로니치킨 버거,255
버거_폴더 버거 비프,251
버거_프랭크 버거 (L),263
버거_프랭크 버거 (R),236
버거_필레오피쉬 버거,250
버거_하와이안BBQ 버거,188
버거_한우불고기 버거,217
버거_할라피뇨와퍼 버거,210
버거_할라피뇨와퍼주니어 버거,239
버거_할라피뇨통살 버거,236
버거_함박스테이크 버거,191
버거_핫슈피뇨 버거,227
버거_핫치즈징거 버거,192
버거_핫크리스피 버거,265
버거_핫통삼겹베이컨 버거,239
버거_해쉬브라운&치킨 버거,284
버거_햄치즈휠렛 버거,210
버거_화이트갈릭 버거,235
버거_휠렛 버거,203
버거_BLT 오믈렛 킹모닝,270
버거_JG 버거,315
버거_JG 버거 (L),319
버거_SG불고기 버거,244
버거_SG불고기 버거 (L),273
버거_SG크림치즈 버거,263
버거_SG크림치즈 버거 (L),310
버거_갈릭바베큐치킨 버거,232
버거_갈릭불고기와퍼 버거,232
버거_갈릭붐 버거,208
버거_갈릭앤갈릭 버거,278
버거_갈릭 치킹 버거,260
버거_골든맥앤치즈비프 버거,250
버거_골든맥앤치즈치킨 버거,217
버거_그릴드더블비프 버거,251
버거_그릴드비프 버거,242
버거_그릴드하와이 버거,192
버거_더머쉬룸 버거,206
버거_더블 데리버거,262
버거_더블 치킨 버거,233
버거_더블 클래식 치즈 버거 버터번,343
버거_더블 리아미라클2 버거,212
버거_더블비프불고기 버거,283
버거_더블오리지널치즈 버거,260
버거_더블치즈 베이컨 시그니처 버거,242
버거_더블치즈 버거,297
버거_더블치즈 버거 (L),270
버거_더블 한우불고기 버거,228
버거_디럭스불고기 버거,260
버거_디아볼리 버거,204
버거_딥치즈싸이 버거,266
버거_뚱카츠 버거,250
버거_리아미라클2 버거,194
버거_리얼 딥치즈 버거,243
버거_마라싸이 버거,289
버거_맥스파이시상하이 버거,204
버거_맥크리스피디럭스 버거,223
버거_맥크리스피클래식 버거,290
버거_머쉬룸 버거,259
버거_머쉬룸 버거 (L),266
버거_바비큐치킨 버거,278
버거_BBQ 치킨 버거,245
버거_베스트포지션 버거,211
버거_베이컨치즈 버거,249
버거_베이컨치즈 버거 (L),257
버거_베이컨햄 에그번,404
버거_불고기 베이컨 버거,237
버거_불고기 익스트림 오징어 버거,256
버거_블랙바비큐와퍼 버거,266
버거_블랙바비큐콰트로치즈와퍼 버거,270
버거_비프&슈림프 버거,235
버거_비프스테이크 버거,274
버거_빈스미트 핫도그,232
버거_새우베이컨 버거,255
버거_새우익스트림 레몬크림 버거,227
버거_쉬림프 버거,242
버거_쉬림프싸이플렉스 버거,285
버거_슈림프 버거,254
버거_스콜쳐 버거 플러스,271
버거_스파이시치킨 스낵랩,271
버거_아라비아따치즈 버거,256
버거_에그샐러드번,251
버거_에그포테이토 버거,267
버거_오리지널미트볼 버거,269
버거_오리지널스 페퍼잭 더블,305
버거_오리지널스 페퍼잭 싱글,321
버거_오믈렛킹모닝,309
버거_오찡 버거,213
버거_징거 BLT 버거,210
버거_창녕갈릭비프 버거,250
버거_창녕갈릭치킨 버거,232
버거_청양마요미트볼 버거,265
버거_치즈 버거,248
버거_치즈 버거 (L),261
버거_치즈인더트랩 버거,258
버거_치킨 버거,302
버거_치킨킹버거,300
버거_치킨킹BLT 버거,275
버거_치플레핫치킨 버거,234
버거_칠리새우 버거,245
버거_칠리 치킹 버거,246
버거_케이준비프 스낵랩,302
버거_콰트로 맥앤치즈 버거,282
버거_클래식치즈 버거 버터번,337
버거_클래식포즈 버거,228
버거_탄두리싸이 버거,250
버거_텍사스레드 버거,184
버거_통새우슈림프 버거,243
버거_투머치 베이컨 버거,235
버거_트리플딥치즈비프 버거,251
버거_트리플딥치즈싸이 버거,242
버거_트리플치즈 버거,283
버거_티렉스버거 T-REX 버거,217
버거_페퍼로니 버거,209
버거_페퍼로니피자 치킨 버거,240
버거_프랭크 버거,260
버거_프랭크 버거 (L),259
버거_한우트러플머쉬룸 버거,215
버거_햄버거,263
버거_화이트갈릭싸이 버거,289
버터빵_뺑오플레르,339
버터빵_소금버터롤,363
버터빵_고메소금빵,374
버터빵_버터 소금빵,365
버터빵_버터롤,320
버터빵_소금빵,432
버터빵_약과 버터바,432
번_딸기번,424
번_로띠번,369
번_모카번,400
번_모카번,391
번_모카빵 (소),335
번_모카빵,355
번_미니모카빵,336
번_바닐라번,360
번_쁘띠모카빵,351
번_아몬드모카빵,352
번_악마의 초코번,304
번_악마의 크림번,304
번_오리지널 핫 번,400
번_초코번,396
번_치즈번,392
번_카페모카빵 (대),362
번_카페모카빵 (소),362
번_커피번,387
번_커피콩빵,423
번_쿠키&크림 번버거,295
번_크림치즈번,359
번_티라미수 번버거,282
번_플레이번 모카,337
번_플레이번 바닐라,343
번_핫 치즈번,392
번_호두카야번,401
번_모카크림 치즈번,337
번_아다지오생크림커피번,404
번_아다지오커피번,405
번_옥수수콘크림번,316
번_카페모카빵,331
번_카페모카빵 (소),329
번_커피콩빵,374
베이글_깜빠뉴 베이글,328
베이글_뉴욕 치즈 타르트,310
베이글_리얼 블루베리 베이글,261
베이글_리얼 치즈 베이글,273
베이글_메이플 크림치즈 베이글,301
베이글_바질&토마토 크림치즈 베이글,292
베이글_베이컨 파 크림치즈 베이글,294
베이글_블루베리 베이글&크림치즈,269
베이글_블루베리 베이글,325
베이글_블루베리 베이글,305
베이글_블루베리 베이글,280
베이글_블루베리 베이글,325
베이글_블루베리 베이글,255
베이글_블루베리 베이글,291
베이글_블루베리베이글&크림치즈,306
베이글_블루베리 베이글,318
베이글_블루베리 베이글,306
베이글_블루베리 베이글,305
베이글_블루베리 베이글,307
베이글_블루베리 베이글허니월넛크림치즈,284
베이글_뺑오레젱,375
베이글_어니언 베이글,290
베이글_어니언 베이글,280
베이글_어니언 베이글,324
베이글_어니언 베이글,258
베이글_어니언 베이글,291
베이글_어니언베이글&크림치즈,293
베이글_어니언 베이글,293
베이글_어니언 베이글,290
베이글_에그 햄 치즈 베이글,227
베이글_월넛 크림치즈 베이글,322
베이글_치즈 베이글,324
베이글_컬러 베이글,241
베이글_크로플 with 젤라또,329
베이글_크림치즈 베이글,319
베이글_크림치즈 베이글,268
베이글_플레인 베이글&크림치즈,298
베이글_플레인 베이글&크림치즈,265
베이글_플레인 베이글,316
베이글_플레인 베이글,280
베이글_플레인 베이글,295
베이글_플레인 베이글,277
베이글_플레인 베이글,316
베이글_플레인 베이글,251
베이글_플레인 베이글,277
베이글_플레인 베이글,273
베이글_플레인 베이글,298
베이글_플레인 베이글,280
베이글_플레인베이글,264
베이글_플레인 베이글피자,239
베이글_플레인 베이글허니월넛크림치즈,305
베이글_호두베이글,277
베이글_갈릭크림치즈 베이글,320
베이글_갈릭크림치즈 베이글(파베이크),329
베이글_데일리블루베리 베이글,288
베이글_데일리월넛 베이글,370
베이글_멀티그레인 베이글,303
베이글_멀티그레인 베이글&허니월넛크림치즈,296
베이글_메이플피칸 베이글,276
베이글_무화과 크림치즈 베이글,285
베이글_바질 베이글,268
베이글_바질 베이글,339
베이글_버터 베이글,353
베이글_베이글 먹물치즈,249
베이글_베이글 블루베리,267
베이글_베이글 초코,276
베이글_베이글 크랜베리·호두,286
베이글_베이글 플레인,200
베이글_베이컨갈릭크림치즈,325
베이글_블랙올리브 베이글&어니언부추크림치즈,279
베이글_블랙올리브 베이글&어니언부추크림치즈(파베이크),292
베이글_블랙올리브 베이글(파베이크),288
베이글_블랙올리브치즈 베이글,274
베이글_블루베리 베이글,251
베이글_블루베리 베이글,272
베이글_블루베리 베이글&허니월넛크림치즈,273
베이글_소시지 인 치즈 베이글,283
베이글_시금치바질&토마토크림치즈,271
베이글_시금치바질 베이글&플레인크림치즈,273
베이글_시금치바질 베이글&플레인크림치즈(파베이크),284
베이글_시금치바질 베이글(파베이크),286
베이글_씨앗 베이글,289
베이글_씨앗 베이글&솔티드카라멜크림치즈,305
베이글_어니언 베이글,293
베이글_어니언 베이글,280
베이글_어니언 베이글,258
베이글_어니언 베이글,290
베이글_어니언 베이글,280
베이글_어니언 베이글&고추장아찌크림치즈,258
베이글_어니언치즈크림,299
베이글_쪽파 베이컨 크림치즈 베이글,297
베이글_쫀득쫀득소시지 베이글,284
베이글_치즈 베이글,279
베이글_콘치즈피자 베이글,226
베이글_크림치즈 프레즐,279
베이글_트러플치즈 베이글,273
베이글_플레인 리코타 치즈 베이글,242
베이글_플레인 베이글,298
베이글_플레인 베이글,260
베이글_플레인 베이글,251
베이글_플레인 베이글,281
베이글_플레인 베이글,267
베이글_플레인 베이글&솔티드카라멜크림치즈,300
베이글_플레인 베이글&솔티드카라멜크림치즈(파베이크),327
베이글_플레인 베이글&허니월넛크림치즈(파베이크),290
베이글_플레인 베이글(파베이크),300
샌드위치_B.E.L.T. 샌드위치,191
샌드위치_B.E.L.T. 샌드위치,222
샌드위치_B.L.T 샌드위치,225
샌드위치_BELT 클럽 샌드위치,232
샌드위치_BLT 샌드위치,179
샌드위치_BLT 샌드위치,243
샌드위치_NEW 파니니 불고기 에그,241
샌드위치_고르곤졸라 불고기 파니니,228
샌드위치_그릭치킨 샌드위치,184
샌드위치_꽃살크래미 반미 샌드위치,181
샌드위치_단호박 에그 샌드위치,186
샌드위치_단호박크림치즈 샌드위치,181
샌드위치_대만식 샌드위치 에그듬뿍샌드,296
샌드위치_대만식 샌드위치 초코크림샌드,329
샌드위치_대만식 샌드위치 햄치즈,234
샌드위치_돌코롬 쫍지롱 와플 샌드,383
샌드위치_딸기 에그 번 샌드위치,286
샌드위치_떡갈비 치즈 곡물 샌드위치,153
샌드위치_룻티아 오 샌드 피넛,394
샌드위치_리코타 딸기 샌디,225
샌드위치_먹물치킨 치아바타,213
샌드위치_멕시칸 파니니,264
샌드위치_멜팅치즈&비프 샌드위치,171
샌드위치_무화과 햄 바게트 샌드위치,293
샌드위치_미트 번 샌드위치,254
샌드위치_바베큐 치킨 깜빠뉴 샌드위치,273
샌드위치_바베큐치킨 파니니,159
샌드위치_바질 토마토&치킨 샌드위치,205
샌드위치_반반마요 에그 감자 샌드위치,240
샌드위치_베리머치감자 샌드위치,238
샌드위치_베리머치에그 샌드위치,324
샌드위치_베이컨체다 베이글,283
샌드위치_브렉퍼스트 잉글리쉬 머핀,260
샌드위치_브리젤라,253
샌드위치_비프&에그 샌드위치,213
샌드위치_사라다빵,206
샌드위치_샐러드빵,185
샌드위치_소불고기 깜빠뉴 샌드위치,230
샌드위치_소프트 잠봉뵈르 샌드위치,277
샌드위치_스크램블에그 샌드위치,279
샌드위치_스파이시치킨샐러드랩,193
샌드위치_식물성대체육옴미니트샐러드랩,198
샌드위치_에그 마요 샌드위치,241
샌드위치_에그 반미 샌드위치,316
샌드위치_에그 번 샌드위치,289
샌드위치_에그 베이컨 과카몰리 샌드위치,261
샌드위치_에그마요 반미 샌드위치,237
샌드위치_오리지널 불고기 반미 샌드위치,182
샌드위치_올리브 베이컨 치아바타 샌드위치,283
샌드위치_올리브치킨 파니니,265
샌드위치_잉글리쉬 머핀 샌드위치,218
샌드위치_잉글리쉬 머핀 샌드위치,282
샌드위치_잉글리쉬머핀 샌드위치,100
샌드위치_잠봉 멀티그레인 파니니,248
샌드위치_잠봉뵈르 샌드위치,290
샌드위치_잠봉뵈르 샌드위치,418
샌드위치_제주 흑돼지 아보카도 샌드위치,216
샌드위치_제주당근에그마요 샌드위치,261
샌드위치_참치클럽 샌드위치,196
샌드위치_추억의야채사라다빵,161
샌드위치_치즈 파니니,282
샌드위치_치킨 클럽,202
샌드위치_칠리소시지바게트 샌드위치,233
샌드위치_콘 치즈 샌드위치,237
샌드위치_콘참치샌드,201
샌드위치_콤비네이션 샌드위치,183
샌드위치_쿠키 & 크림 샌디,259
샌드위치_크랜베리 치킨 샌드위치,238
샌드위치_크랜베리 치킨 치즈 샌드위치,220
샌드위치_크랜베리치킨 샌드위치,197
샌드위치_크로크 무슈,257
샌드위치_크로크 무슈,422
샌드위치_크로크무슈,294
샌드위치_크로크무슈,320
샌드위치_크로크무슈,277
샌드위치_크로크무슈,269
샌드위치_크로크무슈,277
샌드위치_크로크무슈,270
샌드위치_크로크무슈,277
샌드위치_크로크무슈,257
샌드위치_크로크무슈,277
샌드위치_크로크무슈,294
샌드위치_클래식루벤 샌드위치,218
샌드위치_토마토모짜렐라 샌드위치,247
샌드위치_통밀후레쉬 샌드위치 (H),211
샌드위치_통밀후레쉬 샌드위치,211
